Delft
 52.00828      4.364573      1             1 

 y, m, dm, h, Az, hs,G_Gh,G_Dh,G_Bn, Ta, Ts, FF, DD, p,N,G_Gk
 2005, 4, 3, 4,-134.5, 0.0,0,0,0,1.7,-0.1,3.5,71,1015,3,0
 2005, 4, 3, 5,-120.6, 0.0,0,0,0,1.2,-0.9,2.9,119,1015,3,0
 2005, 4, 3, 6,-108.2, 0.0,0,0,0,0.8,-1.2,3.3,240,1015,2,0
 2005, 4, 3, 7,-96.2,1.4,6,6,0,0.8,0.4,4.2,227,1015,2,6
 2005, 4, 3, 8,-84.3,10.7,130,49,439,2.0,2.6,2.9,232,1015,1,130
 2005, 4, 3, 9,-72.1,19.7,268,81,555,3.2,5.0,3.5,178,1015,1,268
 2005, 4, 3, 10,-58.4,28.1,409,105,646,4.4,7.7,2.9,114,1015,0,409
 2005, 4, 3, 11,-43.1,35.2,517,135,662,5.6,9.7,3.1,71,1015,1,517
 2005, 4, 3, 12,-25.3,40.4,575,179,610,6.5,11.4,2.6,61,1015,3,575
 2005, 4, 3, 13,-5.4,42.9,620,192,629,7.4,13.0,2.0,47,1015,3,620
 2005, 4, 3, 14,14.4,42.2,614,208,605,8.0,13.7,1.7,35,1015,3,614
 2005, 4, 3, 15,33.4,38.4,503,239,425,8.1,12.6,2.0,55,1016,5,503
 2005, 4, 3, 16,50.2,32.2,424,196,428,8.1,11.7,2.2,65,1016,5,424
 2005, 4, 3, 17,64.5,24.5,308,137,413,7.7,10.2,1.7,89,1016,4,308
 2005, 4, 3, 18,77.5,15.7,195,73,451,7.0,8.4,1.7,81,1016,3,195
 2005, 4, 3, 19,89.5,6.6,69,37,283,6.0,6.1,0.8,69,1016,3,69
 2005, 4, 3, 20,101.4, 0.0,0,0,0,5.1,4.4,0.7,19,1016,3,0
 2005, 4, 3, 21,113.5, 0.0,0,0,0,4.7,0.9,0.1,70,1016,3,0
 2005, 4, 3, 22,126.6, 0.0,0,0,0,4.3,0.7,0.4,54,1016,3,0
 2005, 4, 3, 23,141.3, 0.0,0,0,0,3.9,0.3,0.4,43,1016,3,0
 2005, 4, 3, 24,157.4, 0.0,0,0,0,3.5,-0.1,0.4,137,1016,3,0
 2005, 4, 4, 1,-175.1, 0.0,0,0,0,3.5,-0.2,0.2,63,1016,3,0
 2005, 4, 4, 2,-167.1, 0.0,0,0,0,3.5,-0.3,0.1,69,1016,3,0
 2005, 4, 4, 3,-150.2, 0.0,0,0,0,3.6,0.0,0.4,56,1016,3,0
 2005, 4, 4, 4,-134.6, 0.0,0,0,0,3.6,0.2,0.7,202,1016,3,0
 2005, 4, 4, 5,-121.1, 0.0,0,0,0,3.6,0.2,0.7,70,1016,3,0
 2005, 4, 4, 6,-108.3, 0.0,0,0,0,3.6,0.1,0.7,57,1016,2,0
 2005, 4, 4, 7,-96.3,1.8,7,7,0,3.7,3.1,0.2,42,1016,2,7
 2005, 4, 4, 8,-84.4,11.0,130,59,375,5.2,6.0,1.0,44,1016,2,130
 2005, 4, 4, 9,-72.2,20.0,270,95,513,6.9,9.2,1.1,84,1016,2,270
 2005, 4, 4, 10,-58.5,28.4,407,111,621,8.6,12.4,0.9,201,1016,1,407
 2005, 4, 4, 11,-43.2,35.6,537,126,707,10.3,15.8,0.4,143,1016,0,537
 2005, 4, 4, 12,-25.3,40.8,609,150,703,11.7,18.1,0.4,73,1016,1,609
 2005, 4, 4, 13,-5.4,43.3,654,148,739,12.9,19.4,1.1,44,1016,0,654
 2005, 4, 4, 14,14.5,42.6,635,157,708,13.7,20.4,0.4,57,1016,1,635
 2005, 4, 4, 15,33.5,38.8,576,153,675,14.2,20.2,0.4,359,1016,2,576
 2005, 4, 4, 16,50.4,32.5,499,101,740,14.4,19.6,0.2,41,1016,0,499
 2005, 4, 4, 17,65.1,24.7,378,65,748,14.2,17.7,0.8,83,1016,0,378
 2005, 4, 4, 18,78.1,16.0,226,50,641,13.4,15.3,0.7,145,1016,0,226
 2005, 4, 4, 19,90.1,6.8,84,39,377,12.3,12.6,0.4,202,1016,0,84
 2005, 4, 4, 20,101.6, 0.0,0,0,0,11.2,10.5,0.7,212,1016,0,0
 2005, 4, 4, 21,114.1, 0.0,0,0,0,10.8,7.0,0.9,220,1017,0,0
 2005, 4, 4, 22,127.2, 0.0,0,0,0,10.5,7.6,2.2,259,1017,0,0
 2005, 4, 4, 23,141.5, 0.0,0,0,0,10.1,7.0,1.9,214,1017,0,0
 2005, 4, 4, 24,157.5, 0.0,0,0,0,9.8,7.0,2.4,177,1017,0,0
 2005, 4, 5, 1,-175.2, 0.0,0,0,0,9.4,7.1,3.1,230,1017,0,0
 2005, 4, 5, 2,-167.1, 0.0,0,0,0,9.1,6.4,2.6,297,1017,0,0
 2005, 4, 5, 3,-150.2, 0.0,0,0,0,8.7,6.4,3.3,274,1017,0,0
 2005, 4, 5, 4,-135.0, 0.0,0,0,0,8.5,6.3,3.3,304,1017,0,0
 2005, 4, 5, 5,-121.2, 0.0,0,0,0,8.4,5.6,2.4,231,1017,0,0
 2005, 4, 5, 6,-108.4, 0.0,0,0,0,8.2,5.4,2.4,228,1017,0,0
 2005, 4, 5, 7,-96.4,2.1,9,9,0,8.4,8.0,3.8,242,1017,0,9
 2005, 4, 5, 8,-84.5,11.4,149,45,525,10.1,10.9,3.3,268,1017,0,149
 2005, 4, 5, 9,-72.3,20.4,305,57,712,11.8,14.2,2.4,200,1017,0,305
 2005, 4, 5, 10,-58.6,28.8,451,68,796,13.6,17.8,1.4,228,1017,0,451
 2005, 4, 5, 11,-43.3,36.0,575,79,845,15.2,20.7,1.3,280,1017,0,575
 2005, 4, 5, 12,-25.3,41.2,655,95,849,16.8,22.9,1.9,258,1017,0,655
 2005, 4, 5, 13,-5.3,43.7,692,102,853,18.2,25.0,1.2,311,1017,0,692
 2005, 4, 5, 14,15.0,42.9,683,97,860,19.1,26.0,1.0,311,1017,0,683
 2005, 4, 5, 15,34.1,39.1,627,83,863,19.7,25.9,1.0,316,1017,0,627
 2005, 4, 5, 16,50.6,32.8,524,71,834,19.8,24.9,1.1,331,1017,0,524
 2005, 4, 5, 17,65.3,25.0,386,62,767,19.5,22.6,2.4,309,1017,0,386
 2005, 4, 5, 18,78.2,16.2,234,50,659,18.5,20.3,1.9,289,1017,0,234
 2005, 4, 5, 19,90.3,7.1,86,40,381,17.2,17.5,2.0,282,1017,0,86
 2005, 4, 5, 20,102.1, 0.0,0,0,0,15.8,15.2,2.6,305,1017,0,0
 2005, 4, 5, 21,114.3, 0.0,0,0,0,14.7,12.2,2.9,317,1017,0,0
 2005, 4, 5, 22,127.3, 0.0,0,0,0,13.9,11.6,3.3,311,1017,0,0
 2005, 4, 5, 23,142.0, 0.0,0,0,0,13.0,10.5,2.9,306,1017,0,0
 2005, 4, 5, 24,158.0, 0.0,0,0,0,12.0,9.3,2.4,331,1017,0,0
 2005, 4, 6, 1,-175.2, 0.0,0,0,0,11.2,8.5,2.6,311,1017,0,0
 2005, 4, 6, 2,-167.1, 0.0,0,0,0,10.3,7.1,1.9,274,1017,0,0
 2005, 4, 6, 3,-150.3, 0.0,0,0,0,9.3,6.1,1.7,284,1017,0,0
 2005, 4, 6, 4,-135.1, 0.0,0,0,0,8.8,5.9,2.2,329,1016,0,0
 2005, 4, 6, 5,-121.3, 0.0,0,0,0,8.3,5.1,1.7,307,1016,0,0
 2005, 4, 6, 6,-108.5, 0.0,0,0,0,7.9,4.9,2.0,252,1016,0,0
 2005, 4, 6, 7,-96.6,2.5,10,10,0,8.1,7.6,1.9,302,1016,0,10
 2005, 4, 6, 8,-85.1,11.7,139,63,375,9.4,10.2,1.7,234,1016,0,139
 2005, 4, 6, 9,-72.4,20.7,284,84,567,10.8,13.2,1.4,245,1016,0,284
 2005, 4, 6, 10,-59.1,29.2,430,106,664,12.3,16.2,1.6,220,1016,0,430
 2005, 4, 6, 11,-43.3,36.4,562,103,774,13.8,19.1,1.3,185,1016,0,562
 2005, 4, 6, 12,-25.3,41.6,640,124,776,14.9,20.8,1.7,222,1016,0,640
 2005, 4, 6, 13,-5.3,44.1,655,176,688,15.9,22.1,1.7,227,1016,0,655
 2005, 4, 6, 14,15.1,43.3,626,185,643,16.6,22.3,2.0,227,1016,0,626
 2005, 4, 6, 15,34.3,39.4,578,165,651,16.9,22.1,2.0,33,1016,0,578
 2005, 4, 6, 16,51.2,33.1,515,94,771,17.0,21.7,1.7,189,1015,0,515
 2005, 4, 6, 17,65.5,25.3,377,79,698,16.7,20.0,1.4,178,1015,0,377
 2005, 4, 6, 18,78.4,16.5,223,62,567,15.8,17.6,1.0,209,1015,0,223
 2005, 4, 6, 19,90.4,7.3,85,39,361,14.6,14.8,1.1,180,1015,1,85
 2005, 4, 6, 20,102.3, 0.0,1,1,0,13.6,13.0,1.2,257,1015,1,1
 2005, 4, 6, 21,114.4, 0.0,0,0,0,13.1,10.4,1.9,205,1014,2,0
 2005, 4, 6, 22,127.5, 0.0,0,0,0,12.7,10.5,2.9,184,1014,2,0
 2005, 4, 6, 23,142.1, 0.0,0,0,0,12.2,10.0,2.7,218,1014,3,0
 2005, 4, 6, 24,158.1, 0.0,0,0,0,11.7,9.9,3.5,241,1014,3,0
 2005, 4, 7, 1,-175.3, 0.0,0,0,0,11.7,9.9,3.5,232,1014,4,0
 2005, 4, 7, 2,-167.1, 0.0,0,0,0,11.7,9.8,3.1,227,1013,4,0
 2005, 4, 7, 3,-150.3, 0.0,0,0,0,11.7,9.3,2.0,268,1013,5,0
 2005, 4, 7, 4,-135.2, 0.0,0,0,0,11.7,9.4,2.2,263,1013,5,0
 2005, 4, 7, 5,-121.3, 0.0,0,0,0,11.7,9.3,1.9,273,1013,6,0
 2005, 4, 7, 6,-108.6, 0.0,0,0,0,11.7,9.4,2.0,233,1013,6,0
 2005, 4, 7, 7,-97.1,2.8,4,4,0,11.9,11.4,2.9,226,1012,7,4
 2005, 4, 7, 8,-85.2,12.0,65,65,0,12.7,12.7,4.5,187,1012,7,65
 2005, 4, 7, 9,-72.5,21.1,24,24,0,12.6,12.3,3.8,202,1012,8,24
 2005, 4, 7, 10,-59.2,29.5,53,53,0,12.7,12.7,4.2,184,1012,8,53
 2005, 4, 7, 11,-43.4,36.7,309,261,80,14.0,16.2,3.5,228,1012,8,309
 2005, 4, 7, 12,-25.4,42.0,436,325,166,15.7,19.2,2.7,273,1011,7,436
 2005, 4, 7, 13,-5.2,44.5,481,343,196,17.1,20.7,3.8,225,1011,7,481
 2005, 4, 7, 14,15.2,43.7,429,336,135,18.0,21.2,3.8,262,1011,7,429
 2005, 4, 7, 15,34.4,39.7,444,292,238,18.8,21.6,5.5,241,1011,6,444
 2005, 4, 7, 16,51.3,33.4,470,206,479,19.5,22.4,5.9,203,1011,4,470
 2005, 4, 7, 17,66.1,25.5,252,192,137,19.4,20.7,7.1,269,1011,7,252
 2005, 4, 7, 18,79.0,16.7,125,110,54,18.9,19.4,5.5,171,1011,8,125
 2005, 4, 7, 19,91.0,7.6,72,51,159,18.2,18.3,5.9,123,1011,8,72
 2005, 4, 7, 20,102.5, 0.0,1,1,0,17.4,17.0,6.3,62,1012,8,1
 2005, 4, 7, 21,114.6, 0.0,0,0,0,16.7,15.8,6.3,49,1012,8,0
 2005, 4, 7, 22,128.0, 0.0,0,0,0,16.0,15.2,6.7,40,1012,8,0
 2005, 4, 7, 23,142.3, 0.0,0,0,0,15.3,14.4,6.3,32,1012,7,0
 2005, 4, 7, 24,158.2, 0.0,0,0,0,14.7,13.6,5.9,20,1012,7,0
 2005, 4, 8, 1,-175.4, 0.0,0,0,0,14.0,13.0,5.9,18,1012,7,0
 2005, 4, 8, 2,-167.0, 0.0,0,0,0,13.2,11.9,4.8,356,1012,7,0
 2005, 4, 8, 3,-150.3, 0.0,0,0,0,12.4,10.8,3.8,345,1012,7,0
 2005, 4, 8, 4,-135.2, 0.0,0,0,0,11.9,10.4,4.0,348,1012,7,0
 2005, 4, 8, 5,-121.4, 0.0,0,0,0,11.5,10.0,4.2,17,1012,7,0
 2005, 4, 8, 6,-109.1, 0.0,0,0,0,11.2,10.2,6.3,336,1012,7,0
 2005, 4, 8, 7,-97.2,3.2,10,10,0,11.3,11.0,6.3,9,1012,7,10
 2005, 4, 8, 8,-85.3,12.4,118,94,113,12.4,12.8,5.9,346,1012,7,118
 2005, 4, 8, 9,-73.0,21.4,232,171,167,13.5,14.8,5.2,348,1012,7,232
 2005, 4, 8, 10,-59.3,29.9,309,243,133,14.4,16.3,5.0,341,1012,7,309
 2005, 4, 8, 11,-43.5,37.1,414,279,224,15.3,18.2,4.2,341,1012,6,414
 2005, 4, 8, 12,-25.4,42.4,462,341,179,16.2,19.2,5.5,35,1012,7,462
 2005, 4, 8, 13,-5.2,44.8,492,361,186,17.0,20.2,5.5,344,1012,7,492
 2005, 4, 8, 14,15.3,44.0,498,333,237,17.5,20.5,6.3,4,1012,6,498
 2005, 4, 8, 15,34.6,40.1,417,309,168,17.7,20.0,7.1,95,1012,7,417
 2005, 4, 8, 16,51.5,33.7,322,273,89,17.6,19.6,5.2,67,1012,8,322
 2005, 4, 8, 17,66.2,25.8,239,202,84,17.2,18.6,5.0,174,1012,8,239
 2005, 4, 8, 18,79.2,17.0,151,129,75,16.6,17.3,4.5,248,1012,8,151
 2005, 4, 8, 19,91.2,7.8,58,51,48,15.7,15.7,4.0,220,1012,8,58
 2005, 4, 8, 20,103.1, 0.0,1,1,0,14.8,14.2,2.2,189,1012,8,1
 2005, 4, 8, 21,115.2, 0.0,0,0,0,14.2,11.8,2.0,151,1012,7,0
 2005, 4, 8, 22,128.2, 0.0,0,0,0,13.4,11.4,2.6,142,1012,7,0
 2005, 4, 8, 23,142.4, 0.0,0,0,0,12.7,10.7,2.7,198,1012,7,0
 2005, 4, 8, 24,158.4, 0.0,0,0,0,12.0,10.4,4.0,251,1012,7,0
 2005, 4, 9, 1,-175.4, 0.0,0,0,0,11.5,9.7,3.3,250,1012,7,0
 2005, 4, 9, 2,-167.0, 0.0,0,0,0,11.0,8.6,1.9,224,1012,7,0
 2005, 4, 9, 3,-150.4, 0.0,0,0,0,10.5,7.7,1.3,235,1012,7,0
 2005, 4, 9, 4,-135.3, 0.0,0,0,0,10.2,8.3,3.1,271,1012,7,0
 2005, 4, 9, 5,-121.5, 0.0,0,0,0,9.9,8.0,2.9,257,1012,7,0
 2005, 4, 9, 6,-109.2, 0.0,0,0,0,9.7,7.8,3.1,259,1012,7,0
 2005, 4, 9, 7,-97.3,3.5,14,14,0,10.0,9.6,3.3,256,1012,7,14
 2005, 4, 9, 8,-85.4,12.7,99,85,64,10.9,11.2,4.8,285,1012,7,99
 2005, 4, 9, 9,-73.2,21.8,233,159,201,12.3,13.7,4.2,322,1011,7,233
 2005, 4, 9, 10,-59.4,30.2,311,249,122,13.4,15.2,5.9,304,1011,8,311
 2005, 4, 9, 11,-43.6,37.5,376,280,158,14.4,16.7,5.5,308,1011,7,376
 2005, 4, 9, 12,-25.4,42.8,202,194,12,14.3,15.3,6.3,324,1011,8,202
 2005, 4, 9, 13,-5.1,45.2,409,334,105,14.8,17.3,5.9,293,1011,8,409
 2005, 4, 9, 14,15.5,44.4,393,338,80,15.3,17.4,7.4,291,1011,8,393
 2005, 4, 9, 15,35.1,40.4,355,299,87,15.5,17.4,7.1,300,1011,8,355
 2005, 4, 9, 16,52.1,34.0,267,245,39,15.3,16.7,6.3,274,1011,8,267
 2005, 4, 9, 17,66.4,26.1,288,185,235,15.4,17.0,6.3,239,1011,6,288
 2005, 4, 9, 18,79.4,17.2,293,97,661,15.4,16.9,7.4,256,1011,1,293
 2005, 4, 9, 19,91.4,8.1,106,35,511,14.7,15.1,5.9,235,1011,2,106
 2005, 4, 9, 20,103.2, 0.0,4,4,0,14.0,13.6,3.8,232,1011,2,4
 2005, 4, 9, 21,115.3, 0.0,0,0,0,13.6,12.4,5.2,213,1011,3,0
 2005, 4, 9, 22,128.3, 0.0,0,0,0,13.3,11.8,4.5,196,1011,3,0
 2005, 4, 9, 23,142.6, 0.0,0,0,0,12.9,11.0,3.3,206,1012,3,0
 2005, 4, 9, 24,158.5, 0.0,0,0,0,12.5,10.9,4.0,229,1012,4,0
 2005, 4, 10, 1,-175.5, 0.0,0,0,0,12.4,10.7,3.5,272,1012,4,0
 2005, 4, 10, 2,-167.0, 0.0,0,0,0,12.4,10.8,3.8,211,1012,5,0
 2005, 4, 10, 3,-150.4, 0.0,0,0,0,12.3,10.6,3.5,243,1012,5,0
 2005, 4, 10, 4,-135.4, 0.0,0,0,0,12.3,10.5,3.3,252,1012,5,0
 2005, 4, 10, 5,-121.6, 0.0,0,0,0,12.2,10.7,3.8,231,1012,6,0
 2005, 4, 10, 6,-109.3, 0.0,0,0,0,12.2,10.5,3.5,201,1012,6,0
 2005, 4, 10, 7,-97.4,3.8,11,11,0,12.5,12.1,4.0,81,1012,7,11
 2005, 4, 10, 8,-85.5,13.1,98,89,44,13.6,14.0,2.7,77,1012,7,98
 2005, 4, 10, 9,-73.3,22.1,204,169,94,14.7,16.1,2.7,212,1012,8,204
 2005, 4, 10, 10,-59.5,30.6,316,249,132,16.2,18.7,2.4,71,1012,7,316
 2005, 4, 10, 11,-44.0,37.9,366,287,128,17.4,20.0,4.2,74,1012,7,366
 2005, 4, 10, 12,-25.4,43.1,427,342,124,18.5,21.6,4.0,27,1012,7,427
 2005, 4, 10, 13,-5.1,45.6,444,360,117,19.4,22.4,4.8,62,1012,8,444
 2005, 4, 10, 14,15.6,44.7,431,352,112,20.0,22.4,6.7,47,1012,8,431
 2005, 4, 10, 15,35.3,40.7,401,322,122,20.4,23.0,5.0,70,1012,7,401
 2005, 4, 10, 16,52.3,34.3,330,279,91,20.5,22.7,4.2,184,1012,8,330
 2005, 4, 10, 17,67.0,26.3,240,205,78,20.2,21.6,5.0,191,1013,8,240
 2005, 4, 10, 18,79.6,17.5,145,125,64,19.5,20.1,5.2,208,1013,8,145
 2005, 4, 10, 19,91.5,8.3,62,55,45,18.7,18.7,9.0,171,1013,7,62
 2005, 4, 10, 20,103.4, 0.0,1,1,0,17.8,17.5,7.9,56,1013,7,1
 2005, 4, 10, 21,115.5, 0.0,0,0,0,17.0,15.9,5.5,83,1013,6,0
 2005, 4, 10, 22,128.5, 0.0,0,0,0,16.3,15.4,6.7,88,1014,6,0
 2005, 4, 10, 23,143.1, 0.0,0,0,0,15.5,14.7,6.7,96,1014,5,0
 2005, 4, 10, 24,158.6, 0.0,0,0,0,14.8,13.7,5.9,65,1014,5,0
 2005, 4, 11, 1,-175.6, 0.0,0,0,0,14.2,12.9,4.8,70,1014,4,0
 2005, 4, 11, 2,-167.0, 0.0,0,0,0,13.5,12.0,4.2,42,1014,4,0
 2005, 4, 11, 3,-150.4, 0.0,0,0,0,12.8,10.4,2.2,42,1015,3,0
 2005, 4, 11, 4,-135.4, 0.0,0,0,0,12.5,10.6,3.3,11,1015,3,0
 2005, 4, 11, 5,-122.1, 0.0,0,0,0,12.1,10.1,3.3,6,1015,2,0
 2005, 4, 11, 6,-109.4, 0.0,0,0,0,11.9,10.0,3.5,77,1015,2,0
 2005, 4, 11, 7,-97.5,4.2,19,19,0,12.3,11.9,3.3,215,1015,1,19
 2005, 4, 11, 8,-85.6,13.4,169,58,478,13.9,14.9,2.6,270,1016,1,169
 2005, 4, 11, 9,-73.4,22.5,325,77,649,15.6,18.2,2.2,291,1016,0,325
 2005, 4, 11, 10,-59.6,30.9,470,91,738,17.5,21.9,1.4,260,1016,0,470
 2005, 4, 11, 11,-44.1,38.2,585,114,762,19.3,24.7,1.7,286,1016,0,585
 2005, 4, 11, 12,-25.5,43.5,665,132,775,20.8,26.8,2.2,311,1016,0,665
 2005, 4, 11, 13,-5.0,46.0,705,131,798,22.0,28.4,2.2,252,1017,0,705
 2005, 4, 11, 14,16.1,45.1,687,137,777,22.9,29.5,1.4,207,1017,0,687
 2005, 4, 11, 15,35.5,41.0,619,137,734,23.3,29.4,1.1,232,1017,0,619
 2005, 4, 11, 16,52.4,34.6,525,106,738,23.4,28.6,0.8,203,1017,0,525
 2005, 4, 11, 17,67.2,26.6,393,86,687,23.1,26.9,0.6,88,1017,0,393
 2005, 4, 11, 18,80.1,17.7,240,69,559,22.2,24.2,0.9,174,1017,0,240
 2005, 4, 11, 19,92.1,8.5,99,42,382,20.9,21.4,1.0,192,1017,0,99
 2005, 4, 11, 20,103.6, 0.0,2,2,0,19.5,18.9,1.3,206,1017,0,2
 2005, 4, 11, 21,116.0, 0.0,0,0,0,17.9,14.4,1.4,231,1017,0,0
 2005, 4, 11, 22,129.1, 0.0,0,0,0,16.3,12.9,1.6,259,1017,0,0
 2005, 4, 11, 23,143.2, 0.0,0,0,0,14.6,11.3,1.6,121,1017,0,0
 2005, 4, 11, 24,159.1, 0.0,0,0,0,13.4,9.9,1.3,66,1017,0,0
 2005, 4, 12, 1,-176.0, 0.0,0,0,0,12.2,8.6,1.3,208,1017,0,0
 2005, 4, 12, 2,-166.6, 0.0,0,0,0,10.8,7.3,1.4,205,1017,0,0
 2005, 4, 12, 3,-150.4, 0.0,0,0,0,9.5,6.8,2.6,192,1017,0,0
 2005, 4, 12, 4,-135.5, 0.0,0,0,0,8.7,6.7,3.8,196,1017,0,0
 2005, 4, 12, 5,-122.2, 0.0,0,0,0,8.0,5.7,3.3,167,1017,0,0
 2005, 4, 12, 6,-109.5, 0.0,0,0,0,7.5,5.3,3.5,160,1017,0,0
 2005, 4, 12, 7,-97.6,4.5,22,22,0,7.8,7.5,5.0,192,1017,0,22
 2005, 4, 12, 8,-86.1,13.7,180,55,524,9.4,10.4,3.8,230,1017,0,180
 2005, 4, 12, 9,-73.5,22.8,336,71,682,10.9,13.1,4.8,186,1017,0,336
 2005, 4, 12, 10,-60.1,31.3,480,86,758,12.4,15.3,5.9,157,1017,0,480
 2005, 4, 12, 11,-44.2,38.6,594,110,777,13.7,17.5,5.9,231,1017,0,594
 2005, 4, 12, 12,-25.5,43.9,671,131,780,14.6,19.0,5.9,188,1017,0,671
 2005, 4, 12, 13,-5.0,46.3,709,135,793,15.7,20.1,6.3,232,1017,0,709
 2005, 4, 12, 14,16.2,45.4,692,138,777,16.4,20.5,6.7,135,1017,0,692
 2005, 4, 12, 15,36.0,41.3,630,128,760,16.7,20.5,6.7,256,1016,0,630
 2005, 4, 12, 16,53.0,34.9,537,97,770,16.7,19.7,7.1,188,1016,0,537
 2005, 4, 12, 17,67.4,26.9,407,75,736,16.3,19.0,5.0,198,1016,0,407
 2005, 4, 12, 18,80.3,18.0,254,63,619,15.4,16.8,5.2,200,1016,0,254
 2005, 4, 12, 19,92.3,8.8,106,40,431,14.3,14.7,4.5,176,1016,0,106
 2005, 4, 12, 20,104.1, 0.0,2,2,0,13.1,12.7,4.2,227,1016,1,2
 2005, 4, 12, 21,116.2, 0.0,0,0,0,12.0,10.2,4.0,202,1016,1,0
 2005, 4, 12, 22,129.2, 0.0,0,0,0,11.0,8.7,3.1,254,1016,1,0
 2005, 4, 12, 23,143.4, 0.0,0,0,0,9.9,8.1,3.8,248,1016,2,0
 2005, 4, 12, 24,159.2, 0.0,0,0,0,8.8,6.7,3.1,223,1016,2,0
 2005, 4, 13, 1,-176.1, 0.0,0,0,0,8.2,6.1,3.1,185,1016,2,0
 2005, 4, 13, 2,-166.6, 0.0,0,0,0,7.5,5.3,2.9,212,1016,2,0
 2005, 4, 13, 3,-150.5, 0.0,0,0,0,7.1,4.6,2.0,240,1015,3,0
 2005, 4, 13, 4,-135.5, 0.0,0,0,0,6.7,4.7,2.9,251,1015,3,0
 2005, 4, 13, 5,-122.2, 0.0,0,0,0,6.4,4.2,2.6,274,1015,3,0
 2005, 4, 13, 6,-109.6, 0.0,0,0,0,6.4,4.3,2.6,294,1015,4,0
 2005, 4, 13, 7,-98.1,4.8,38,30,92,6.9,6.7,2.9,284,1015,4,38
 2005, 4, 13, 8,-86.2,14.1,144,89,224,7.9,8.7,2.2,258,1015,4,144
 2005, 4, 13, 9,-73.6,23.1,295,141,393,9.3,11.6,2.4,275,1015,5,295
 2005, 4, 13, 10,-60.1,31.6,341,260,155,10.4,13.3,1.7,229,1015,7,341
 2005, 4, 13, 11,-44.2,38.9,412,297,184,11.4,15.1,1.7,256,1015,7,412
 2005, 4, 13, 12,-25.5,44.3,498,324,250,12.4,17.0,1.6,121,1015,6,498
 2005, 4, 13, 13,-4.6,46.7,676,243,595,13.7,20.5,1.1,61,1015,4,676
 2005, 4, 13, 14,16.3,45.8,605,264,475,14.6,20.4,1.3,205,1015,5,605
 2005, 4, 13, 15,36.2,41.7,569,207,544,15.0,20.0,2.4,265,1015,4,569
 2005, 4, 13, 16,53.2,35.2,503,142,626,15.4,19.9,1.7,283,1015,2,503
 2005, 4, 13, 17,67.5,27.1,387,108,612,15.4,18.7,2.0,303,1015,1,387
 2005, 4, 13, 18,80.5,18.2,240,94,466,14.8,16.7,1.7,244,1015,3,240
 2005, 4, 13, 19,92.5,9.0,102,45,363,14.1,14.5,1.4,275,1015,3,102
 2005, 4, 13, 20,104.3, 0.0,4,4,0,13.1,12.5,1.9,215,1015,3,4
 2005, 4, 13, 21,116.4, 0.0,0,0,0,12.1,9.8,2.7,221,1015,2,0
 2005, 4, 13, 22,129.3, 0.0,0,0,0,11.1,9.5,4.2,157,1015,2,0
 2005, 4, 13, 23,143.5, 0.0,0,0,0,10.1,9.1,6.3,212,1015,2,0
 2005, 4, 13, 24,159.3, 0.0,0,0,0,9.1,8.6,9.3,292,1015,2,0
 2005, 4, 14, 1,-176.1, 0.0,0,0,0,8.4,7.7,8.5,208,1015,2,0
 2005, 4, 14, 2,-166.6, 0.0,0,0,0,7.5,7.0,9.6,230,1015,1,0
 2005, 4, 14, 3,-150.5, 0.0,0,0,0,7.1,6.7,10.8,249,1015,1,0
 2005, 4, 14, 4,-136.0, 0.0,0,0,0,6.7,5.9,8.1,239,1015,1,0
 2005, 4, 14, 5,-122.3, 0.0,0,0,0,6.3,5.6,8.5,215,1016,1,0
 2005, 4, 14, 6,-110.1, 0.0,0,0,0,6.3,5.8,10.2,208,1016,0,0
 2005, 4, 14, 7,-98.2,5.2,53,35,193,6.9,6.9,7.9,124,1016,0,53
 2005, 4, 14, 8,-86.3,14.4,169,71,396,8.1,8.6,10.2,120,1016,0,169
 2005, 4, 14, 9,-74.1,23.5,303,119,464,9.4,10.6,9.8,267,1016,2,303
 2005, 4, 14, 10,-60.2,32.0,450,137,591,10.9,12.9,9.6,266,1016,0,450
 2005, 4, 14, 11,-44.3,39.3,569,169,632,12.4,15.1,9.0,234,1016,0,569
 2005, 4, 14, 12,-25.5,44.6,660,177,687,13.8,17.5,7.4,234,1016,0,660
 2005, 4, 14, 13,-4.5,47.1,715,155,765,14.9,18.5,8.5,247,1016,0,715
 2005, 4, 14, 14,16.4,46.1,686,176,707,15.8,19.5,7.9,309,1016,0,686
 2005, 4, 14, 15,36.3,42.0,609,172,654,16.4,19.8,7.4,260,1016,0,609
 2005, 4, 14, 16,53.4,35.4,513,141,642,16.6,20.0,5.2,239,1016,0,513
 2005, 4, 14, 17,68.1,27.4,384,114,588,16.3,18.5,6.3,164,1016,0,384
 2005, 4, 14, 18,81.1,18.5,235,88,464,15.5,16.7,7.1,104,1016,0,235
 2005, 4, 14, 19,93.0,9.3,102,56,284,14.4,14.7,6.7,57,1015,0,102
 2005, 4, 14, 20,104.5,0.2,3,3,0,13.4,13.1,8.1,30,1015,1,3
 2005, 4, 14, 21,116.5, 0.0,0,0,0,12.3,11.7,8.5,64,1015,1,0
 2005, 4, 14, 22,129.5, 0.0,0,0,0,11.2,10.1,5.9,194,1015,2,0
 2005, 4, 14, 23,144.0, 0.0,0,0,0,10.1,9.0,5.9,115,1015,2,0
